SAP,Material Description,routing time,Class,Class Code
500370051,"BPA B0202338,ANW DRX732",30.0,Low,1
500370102,"BPA B0202339,B0202327,ANW DRX736",60.0,Low,1
500370053,"BPA B0202340,B0202328,ANW DRX736",15.0,Low,1
500371094,"BPA B0202342,ANW DRX732",10.0,Low,1
500370332,"BPA B0202354,ANW DRX736",110.0,Low,1
500370101,"BPA B0202356,ANW DRX736",110.0,Low,1
500398239,"BPA B0202358,ANW DRX732",30.0,Low,1
500370334,"BPA B0202358,ANW DRX736",60.0,Low,1
500370982,"BPA B0202366,ANW DRX732",32.0,Low,1
500371043,"BPA B0202368,ANW DRX732",42.0,Low,1
500422861,BPA B0202436 DRX732,20.0,Low,1
500420167,"BPA B0202439,ANW DRX740",25.0,Low,1
500395295,"BPA B0202490,B0202324,B0302129ANW DRX733",30.0,Low,1
500424432,"BPA B0202492,U DRX732",32.0,Low,1
500423545,"BPA B0202500,A DRX732",20.0,Low,1
500404111,"BPA B0202544,B0202545,ANW DRX732",20.0,Low,1
500425635,"BPA B0202579,B0303314 DRX737",120.0,Low,1
500428483,BPA B0202601 DRX740,46.0,Low,1
500469815,BPA B0202602 DRX737,5.0,Low,1
500488210,BPA B0202602 DRX737,20.0,Low,1
500421983,BPA B0202602 Mounting 85mm DRX737,50.0,Low,1
500428268,BPA B0202604 DRX732,10.0,Low,1
500582706,"BPA B0202678,8B004256,B01,G02,G05 DRX737",700.0,Very High,4
500439093,BPA B0202698 DRX732,60.0,Low,1
500464606,BPA B0202698 DRX737,100.0,Low,1
500433951,BPA B0202698 DRX740,20.0,Low,1
500456373,"BPA B0202715 od B0202153,G04,T03 DRX737",50.0,Low,1
500469257,"BPA B0202715,G0420219,T0300048 DRX737",35.0,Low,1
500488574,"BPA B0202715,G0421219,T03,H=125mm DRX737",80.0,Low,1
500551893,"BPA B0202715,G0421363,T0300048 DRX737",300.0,Medium,2
500493648,"BPA B0202715/153,G0421363,T0300048DRX737",90.0,Low,1
500460238,BPA B0202727 DRX730,60.0,Low,1
500460270,BPA B0202728 DRX730,40.0,Low,1
500469172,BPA B0202766 DRX737,120.0,Low,1
500489661,"BPA B0202782,H=85mm DRX737",20.0,Low,1
500487578,"BPA B0202784,H=85 mm_SLS DRX737",25.0,Low,1
500553102,"BPA B0202858,B0202859, H=170mm DRX737",107.0,Low,1
500487947,BPA B0202860 DRX737,40.0,Low,1
500488801,"BPA B0202860,H=85mm DRX737",25.0,Low,1
500498748,"BPA B0202866,H=42mm DRX737",30.0,Low,1
500486099,BPA B0202870 DRX740,15.0,Low,1
500487579,"BPA B0202875,H=85 mm_SLS DRX737",40.0,Low,1
500520985,"BPA B0202990,6Uhr DRX740",22.32,Low,1
500509774,BPA B0202992 DRX740,30.0,Low,1
500519344,"BPA B0203028,G0003296,G171,H=125mmDRX737",60.0,Low,1
500561157,"BPA B0203028,G0003296,G171,H=140mmDRX737",80.0,Low,1
500519125,"BPA B0203045,B0203047,H=125mm DRX737",250.0,Medium,2
500518761,"BPA B0203049,B0203046,H=125mm DRX737",150.0,Low,1
500530000,"BPA B0203072,B0203073,U DRX737",380.0,High,3
500538238,"BPA B0203072/3,Z2100124,Z2100227 DRX710",142.0,Low,1
500561159,"BPA B0203081,A,H=105mm DRX737",200.0,Medium,2
500520123,"BPA B0203081,ANW DRX740",30.0,Low,1
500520120,"BPA B0203081,H=125mm DRX737",150.0,Low,1
500526161,"BPA B0203082,G0003296,G1711015 DRX737",80.0,Low,1
500527778,BPA B0203200 DRX740,10.0,Low,1
500525160,"BPA B0203233,H=125mm DRX737",195.0,Medium,2
500525163,"BPA B0203235,H=125mm DRX737",160.0,Medium,2
500563572,BPA B0203289 DRX740,60.0,Low,1
500556574,BPA B0203294 DRX737,120.0,Low,1
500539965,"BPA B0203350,B0203351, A DRX737",150.0,Low,1
500559765,BPA B0203355 DRX737,80.0,Low,1
500554562,"BPA B0203422, A DRX732",15.0,Low,1
500554560,"BPA B0203422, B DRX732",35.0,Low,1
500582869,"BPA B0203434,B0201876,G20,G04 DRX737",250.0,Medium,2
500556575,BPA B0203446 DRX737,350.0,High,3
500544326,"BPA B0203529,A DRX740",15.0,Low,1
500544325,BPA B0203530 DRX740,25.0,Low,1
500544371,"BPA B0203531,A DRX740",15.0,Low,1
500581771,"BPA B0203777,S DRX740",150.0,Low,1
500584725,"BPA B0203785,A DRX740",15.0,Low,1
500248550,"BPA doppel B0007287,B0004252 DRX732",20.0,Low,1
500470911,"BPA F0103142_4N0972562A,ANW,CPA,B DRX740",15.0,Low,1
500518392,"BPA F0103142_4N0972562A,CPAgesch.DRX740",20.0,Low,1
500520125,"BPA F0103824_4F0927905D,ANW DRX740",15.0,Low,1
500519127,BPA F0103833_8R0971871E DRX740,15.0,Low,1
500346691,"BPA F0312747,4E0035749,ANW,B DRX731",25.0,Low,1
500346692,"BPA F0312747,4E0035749A,ANW,B DRX731",25.0,Low,1
500346686,"BPA F0312940 4E0035750D,ANW,B DRX731",25.0,Low,1
500346751,"BPA F0315114,8V0035750,B,ANW DRX731",35.0,Low,1
500346752,"BPA F0315114,8V0035750A,B,ANW DRX731",35.0,Low,1
500346753,"BPA F0315114,8V0035750C,B,ANW DRX731",35.0,Low,1
500346754,"BPA F0315114,8V0035750D,B,ANW DRX731",35.0,Low,1
500467951,"BPA F0322531_3C0927905S,A,Recht DRX740",35.0,Low,1
500443404,"BPA F0323343_9P1.927.909,Lage A DRX732",10.0,Low,1
500510773,"BPA F0329406_1EA035444M,A,H=125mm DRX737",30.0,Low,1
500519346,"BPA F0329409_4N0035576B,B,H=125mm DRX737",32.0,Low,1
500559841,"BPA F0331224_4N0035576B,B,H=135mm DRX737",20.0,Low,1
500550804,"BPA F0331444_1EA035444M,B,H=160mm DRX737",30.0,Low,1
500474277,"BPA G0002055,G1711011,G1711013,A DRX710",200.0,Medium,2
500474279,"BPA G0002055,G1711014,G1711015,A DRX710",180.0,Medium,2
500473161,BPA G0110068 DRX740,15.0,Low,1
500321519,"BPA G0111003,B0002564,B,ANW DRX732",32.0,Low,1
500340190,"BPA G0111003,B0002564,B,ANW DRX740",42.0,Low,1
500395499,"BPA G0121034,A,ANW DRX740",7.0,Low,1
500498560,"BPA G0121041,G0001228 DRX740",20.0,Low,1
500483204,"BPA G0210075,B0002564,B DRX732",20.0,Low,1
500486808,"BPA G0210075,B0002564,B DRX740",20.0,Low,1
500363070,"BPA G0210075,B0007111,ANW,B DRX732",20.0,Low,1
500399628,"BPA G0210075,G0001717,B,ANW DRX732",32.0,Low,1
500426602,"BPA G0220138,T0101980,DRX732",20.0,Low,1
500202546,"BPA G0220275,A DRX731",32.0,Low,1
500477743,"BPA G0220325,A DRX740",15.0,Low,1
500451996,"BPA G0220401,B DRX740",15.0,Low,1
500457839,"BPA G0220603,2xB1100224,Sonder DRX730",32.0,Low,1
500420736,"BPA G0221114,A DRX732",20.0,Low,1
500329714,"BPA G0221146,B ,ANW DRX732",23.0,Low,1
500451817,"BPA G0221146,B DRX740",15.0,Low,1
500343446,"BPA G0221154,B,ANW DRX740",32.0,Low,1
500252464,"BPA G0221181,A DRX731",30.0,Low,1
500405302,"BPA G0221201,B DRX732",20.0,Low,1
500451289,"BPA G0221201,B DRX740",20.0,Low,1
500391270,"BPA G0221201,B,ANW DRX732",15.0,Low,1
500489957,"BPA G0221204,A DRX740",15.0,Low,1
500251998,"BPA G0221204,Y9907002,A DRX716",33.0,Low,1
500452113,"BPA G0221219,B DRX740",15.0,Low,1
500347185,"BPA G0221219,B,ANW DRX732",8.0,Low,1
500571591,"BPA G0221219,B,H=125mm DRX737",30.0,Low,1
500205333,"BPA G0221268,A,DA DRX731",41.0,Low,1
500413787,"BPA G0221294,A,ANW DRX732",10.0,Low,1
500311671,"BPA G0221323,ANW,B DRX732",18.0,Low,1
500305968,"BPA G0221323,B,ANW DRX731",32.0,Low,1
500204730,"BPA G0221323,DA,B DRX731",41.0,Low,1
500473022,"BPA G0221369,B DRX740",15.0,Low,1
500582588,"BPA G0221369,B, H=190mm DRX737",20.0,Low,1
500248255,"BPA G0221370,B DRX716",34.0,Low,1
500498888,"BPA G0221383,B DRX740",15.0,Low,1
500540267,"BPA G0221383,B0301418,B DRX740",15.0,Low,1
500488649,"BPA G0221383,B0301418,B,H=125mm DRX737",25.0,Low,1
500304991,"BPA G0221395,ANW,A DRX731",35.0,Low,1
500402628,"BPA G0221447,G0002230,180°,CPA DRX732",25.0,Low,1
500483767,"BPA G0221451,G0002065,ML90° DRX740",25.0,Low,1
500473032,"BPA G0221535,B DRX740",15.0,Low,1
500340091,"BPA G0221536,B,ANW DRX740",31.0,Low,1
500443045,"BPA G0221583,A DRX732",25.0,Low,1
500373356,"BPA G0221589,B DRX731",38.0,Low,1
500542845,"BPA G0221626,B DRX740",15.0,Low,1
500481577,"BPA G0221647,SV,FA2 Ltg.weiß-grün DRX710",180.0,Medium,2
500554444,"BPA G0221698, B DRX740",30.0,Low,1
500424636,"BPA G0222041,G0001143,D1_125mm DRX731",20.0,Low,1
500199625,"BPA G0222071,G0001305,A DRX731",33.0,Low,1
500506125,"BPA G0222072,G0001290,A DRX740",30.0,Low,1
500256248,"BPA G0222072,G0001290,B+SV DRX731",45.0,Low,1
500204710,"BPA G0222075,DA,B DRX731",32.0,Low,1
500353083,"BPA G0222143,G0322055,B,ANW DRX740",25.0,Low,1
500457759,"BPA G0222156,2xB1100202,Sonder DRX730",40.0,Low,1
500205281,"BPA G0311030,B0002564 DRX731",50.0,Low,1
500356006,"BPA G0321159,ANW,B DRX732",7.0,Low,1
500488135,"BPA G0321159,B DRX737",20.0,Low,1
500356842,"BPA G0321175,A,ANW DRX732",7.0,Low,1
500351075,"BPA G0321175,B,ANW DRX740",10.0,Low,1
500340511,"BPA G0321211,B DRX740",25.0,Low,1
500241182,"BPA G0321228,DA,A DRX731",33.0,Low,1
500305971,"BPA G0321229,B,ANW DRX731",45.0,Low,1
500535552,"BPA G0321229,B,H=110mm DRX737",35.0,Low,1
500550913,"BPA G0321229,B,H=125mm DRX737",15.0,Low,1
500241409,"BPA G0321229,DA,A DRX731",33.0,Low,1
500577250,"BPA G0321271,G0002032,ANW,A DRX740",15.0,Low,1
500482499,"BPA G0321339,A DRX740",15.0,Low,1
500487759,"BPA G0321339,B DRX737",20.0,Low,1
500353102,"BPA G0321339,Lage B,DRX732",10.0,Low,1
500550837,"BPA G0321400,B DRX737",25.0,Low,1
500429065,"BPA G0402001,B DRX737",25.0,Low,1
500202737,"BPA G0411016,B DRX731",45.0,Low,1
500220235,"BPA G0411081,B0002564,DA,B DRX731",30.0,Low,1
500339916,"BPA G0420070,B DRX732",11.0,Low,1
500228723,"BPA G0420152,A DA DRX731",44.0,Low,1
500553468,"BPA G0420227,B,H=125mm DRX737",15.0,Low,1
500488214,"BPA G0420227,B,H133mm DRX737",15.0,Low,1
500348289,"BPA G0420251,ANW,B DRX736",31.0,Low,1
500420910,"BPA G0421100,A,DA DRX731",60.0,Low,1
500510563,"BPA G0421142,B,H=125mm DRX737",18.0,Low,1
500482800,"BPA G0421154,A DRX740",15.0,Low,1
500248256,"BPA G0421159,G0422037,G0421154,B DRX716",1.0,Low,1
500346711,"BPA G0421188,B DRX731",35.0,Low,1
500351077,"BPA G0421189,ANW,B DRX740",15.0,Low,1
500209544,"BPA G0421189,B DRX731",36.0,Low,1
500360173,"BPA G0421202,B,ANW DRX732",15.0,Low,1
500377801,"BPA G0421202,Verpa.tis.SV gesch.B DRX736",32.0,Low,1
500360310,"BPA G0421202,Verpa.tis.SV offen B DRX736",15.0,Low,1
500421800,"BPA G0421205 G0001990,D,ML90° DRX732",15.0,Low,1
500527714,"BPA G0421205,B,H=125mm DRX737",15.0,Low,1
500369969,"BPA G0421216,B,ANW CPA DRX731",51.0,Low,1
500559002,"BPA G0421216,B,H=135mm DRX737",30.0,Low,1
500530414,"BPA G0421216,H=125mm DRX737",30.0,Low,1
500248257,"BPA G0421222,A DRX716",34.0,Low,1
500373526,"BPA G0421230,A,ANW DRX732",15.0,Low,1
500488921,"BPA G0421230oG0621272,B.H=135mm DRX737",15.0,Low,1
500232612,"BPA G0421241,G0001990,DA,D,ML90°DRX731",35.0,Low,1
500527320,"BPA G0421290,B,H=125mm DRX737",20.0,Low,1
500368812,"BPA G0421306,B DRX731",30.0,Low,1
500462643,"BPA G0421336,A DRX740",32.0,Low,1
500423540,"BPA G0421336,B DRX732",20.0,Low,1
500500302,"BPA G0421347,B DRX740",15.0,Low,1
500571626,"BPA G0421363,B,H=125mm DRX737",15.0,Low,1
500545927,"BPA G0421415,B,H=125mm DRX737",10.0,Low,1
500462900,"BPA G0422039,G0001307,A DRX740",20.0,Low,1
500518625,"BPA G0422039,G0001307,B,H=125mm DRX737",25.0,Low,1
500559089,"BPA G0422039,G0001307,B,H=135mm DRX737",35.0,Low,1
500248258,"BPA G0422051,G0002057,A DRX716",1.0,Low,1
500465683,"BPA G0422074,G0002844,B1100240 DRX730",25.0,Low,1
500349999,BPA G0511023 DRX716,36.0,Low,1
500351957,"BPA G0511023,B,DA DRX731",42.0,Low,1
500432329,"BPA G0521127,G0001790,D,ML270° DRX732",20.0,Low,1
500350042,"BPA G0521127,G0001790,DA,ML90°,D DRX731",48.0,Low,1
500416388,"BPA G0521127,G0002473,A, ML270° DRX732",20.0,Low,1
500559759,"BPA G0521129,G0001953,D,ML0° DRX737",60.0,Low,1
500536710,"BPA G0521129,G0003116,D DRX740",30.0,Low,1
500372456,"BPA G0521158,ANW.CPA.offen,B DRX731",40.0,Low,1
500373664,"BPA G0521166,B,ANW.CPA.offen,B DRX731",62.0,Low,1
500339879,"BPA G0621080,A DRX732",25.0,Low,1
500391408,"BPA G0621151,B,ANW DRX740",15.0,Low,1
500248492,"BPA G0621192,G0001475,B DRX716",34.0,Low,1
500436180,"BPA G0621272 oder G1021114,B DRX732",15.0,Low,1
500430815,"BPA G0621363,B DRX732",20.0,Low,1
500248259,"BPA G0622033,G0001359,B DRX716",50.0,Low,1
500531109,"BPA G0622034,G0001444,B,H=125mm DRX737",15.0,Low,1
500558888,"BPA G0622034,G0001444,B,H=135mm DRX737",90.0,Low,1
500462540,"BPA G0622037,G0001491,A DRX740",25.0,Low,1
500351130,"BPA G0622037,G0001491,B,ANW DRX740",15.0,Low,1
500317349,"BPA G0810035,B DRX731",38.0,Low,1
500252028,"BPA G0811012,B0001458,B DRX716",38.0,Low,1
500482625,"BPA G0820096,B DRX740",15.0,Low,1
500391413,"BPA G0820096,B,ANW DRX732",10.0,Low,1
500252029,"BPA G0820096,G0001508,D DRX716",40.0,Low,1
500411398,"BPA G0820127,PT, Lage A DRX736",60.0,Low,1
500248260,"BPA G0821036,A DRX716",39.0,Low,1
500356872,"BPA G0821077,B,ANW DRX732",7.0,Low,1
500350887,"BPA G0821077,B,ANW DRX740",15.0,Low,1
500208231,"BPA G0821106,B0002907,DA,D DRX731",50.0,Low,1
500204766,"BPA G0821106,DA,B DRX731",70.0,Low,1
500498181,"BPA G0821135,B,CPA DRX740",38.0,Low,1
500208432,"BPA G1011027,B0002564,DA DRX731",42.0,Low,1
500519731,"BPA G1011043,G1021122,A,H=125mm DRX737",20.0,Low,1
500561121,"BPA G1011043,G1021122,A,H=180mm DRX737",15.0,Low,1
500426477,"BPA G1011059,G0002887,B,excl. G06.DRX732",20.0,Low,1
500485853,"BPA G1011068,G0003055,B0004913,B DRX740",20.0,Low,1
500488522,"BPA G1012012,G0002296,B0004913 DRX740",30.0,Low,1
500248442,"BPA G1020111,B DRX716",1.0,Low,1
500252026,"BPA G1021041,B DRX716",41.0,Low,1
500252000,"BPA G1021064,B DRX716",35.0,Low,1
500510447,"BPA G1021088,B,H=125mm DRX737",15.0,Low,1
500486241,"BPA G1021094,A DRX740",15.0,Low,1
500198557,"BPA G1021094,B DRX731",41.0,Low,1
500433085,"BPA G1021113,A DRX732",15.0,Low,1
500204765,"BPA G1021114,DA,B DRX331",70.0,Low,1
500444610,"BPA G1021136,B DRX740",15.0,Low,1
500226335,"BPA G1121011,B0101087,E0000075 DRX731",80.0,Low,1
500330309,"BPA G1121014,G0002526,A,p8,11 DRX731",80.0,Low,1
500309902,"BPA G1121015,G0002454,T2100427,A DRX731",42.0,Low,1
500425099,"BPA G1121020,G0001932/1877,Abg1-4 DRX731",80.0,Low,1
500346737,"BPA G1211004,B DRX731",53.0,Low,1
500211502,"BPA G1220051,A DRX731",43.0,Low,1
500197396,BPA G1222033 DRX330,43.0,Low,1
500212214,"BPA G1222033,G0001312,D DRX731",43.0,Low,1
500227636,"BPA G1421020,A,DA DRX731",80.0,Low,1
500557576,"BPA G1421020,ANW,H=125mm,A DRX737",15.0,Low,1
500541178,"BPA G1421020,B,H=125mm DRX737",30.0,Low,1
500495843,"BPA G1421026,B DRX732",15.0,Low,1
500487002,"BPA G1421026,B DRX740",15.0,Low,1
500416679,"BPA G1421029 ANW,B,Sonder DRX736",20.0,Low,1
500364532,"BPA G1421029,ANW,B DRX736",10.0,Low,1
500550663,"BPA G1421029,B,H=125mm DRX737",30.0,Low,1
500550150,"BPA G1421035,G0002425,D,ohne 1506 DRX730",20.0,Low,1
500550168,"BPA G1421035,G0002425,D,ohne 1506 DRX740",50.0,Low,1
500375574,"BPA G1620029,B0003729,ANW DRX740",15.0,Low,1
500360026,"BPA G1620047 Verpacktisch,D,ANW DRX736",31.0,Low,1
500506516,"BPA G1620047,B0202235,D DRX732",25.0,Low,1
500468914,"BPA G1620047,B0202235,D DRX740",25.0,Low,1
500226524,"BPA G1620049,B0101221,A DRX731",42.0,Low,1
500488340,"BPA G1620074,B0003729,A DRX737",30.0,Low,1
500581121,"BPA G1621011,G0001438,Z2100134,U DRX740",35.0,Low,1
500248441,"BPA G1621011,G0001506,B DRX716",47.0,Low,1
500550488,"BPA G1621011,G0001506,B,ohne 2425 DRX730",30.0,Low,1
500550486,"BPA G1621011,G0001506,B,ohne 2425 DRX740",45.0,Low,1
500435370,"BPA G1621011,G0001506oG14,G0002425DRX732",20.0,Low,1
500519768,"BPA G1721016,G1711014,A,H=125mm DRX737",30.0,Low,1
500561120,"BPA G1721016,G1711014,A,H=160mm DRX737",35.0,Low,1
500463411,"BPA G1822024,G0002172,D,Hebel off.DRX740",15.0,Low,1
500447806,"BPA G2021007,B0003729 DRX732",15.0,Low,1
500374077,"BPA G2021007,B0003729,A,ANW DRX740",15.0,Low,1
500465408,"BPA G2021034,B,H=125mm DRX730",15.0,Low,1
500248262,"BPA G2022016,G0001337,B DRX716",50.0,Low,1
500325569,"BPA G2122017,G0001688,A DRX731",51.0,Low,1
500559845,"BPA G2322008,G0003375,A2,H=140mm DRX737",100.0,Low,1
500475373,"BPA G2322008,G2322009,G0002166,A DRX737",40.0,Low,1
500528720,"BPA G2322008/15,G0003375,Heb. öff DRX737",60.0,Low,1
500487786,"BPA G2322008/9,G0002166,A,H.off DRX737",30.0,Low,1
500355961,"BPA G2421012,G0001935,Abg p1,ANW DRX731",30.0,Low,1
500381998,"BPA G2622018,G0001277/0893,D1,H.ofDRX732",15.0,Low,1
500252002,"BPA G2821002,B DRX716",64.0,Low,1
500211550,"BPA G2821003 Anw,A DRX731",20.0,Low,1
500514805,"BPA G3220007,D,ohne SV DRX710",50.0,Low,1
500252003,"BPA G3222012,G0001781,D DRX716",100.0,Low,1
500510404,"BPA G3222023,G0002485,D Fork&mark DRX736",350.0,High,3
500490741,"BPA G3222023/4,G0002485,D,Fork DRX736",300.0,Medium,2
500325588,"BPA G3622021,G1822027,G0002474,D DRX731",100.0,Low,1
500510383,"BPA G3722004,G0002602,D1,H=125mm DRX737",120.0,Low,1
500559113,"BPA G3722004,G0002602,D1,H=155mm DRX737",50.0,Low,1
500309567,"BPA G3722005,G3622017,G0002152 DRX732",32.0,Low,1
500487760,"BPA G4622004,G0002165,D,Abg.1-30 DRX737",20.0,Low,1
500527719,"BPA G4622019/8,G0003263,D,H.offen DRX737",45.0,Low,1
500559485,"BPA G4622020,G0003495,D1,H=130mm DRX737",90.0,Low,1
500542071,"BPA G4622020,G39,G0003380,H=125mm DRX737",40.0,Low,1
500469526,"BPA G6422007,G0002485 p.44 fork DRX736",300.0,Medium,2
500496528,"BPA G6422007,G0002485p44fork&mark DRX736",480.0,Very High,4
500521272,"BPA G8522001,D,H=125mm DRX737",35.0,Low,1
500243432,"BPA G9022001/002/003/004/005,D DRX731",80.0,Low,1
500561176,"BPA G9922026,G0002396,A, H=150mm DRX737",50.0,Low,1
500518395,"BPA G9922026,G0002396,A,H.off,38 DRX737",25.0,Low,1
500469114,"BPA G9922033/4/5,G9921002,D DRX731",65.0,Low,1
500551518,BPA Kabelabgang T DRX737,80.0,Low,1
500572791,"BPA Kabelabgang T,H=125mm DRX737",15.0,Low,1
500276168,BPA Kabelabgang Z DRX736,100.0,Low,1
500445179,BPA Kabelabgang Z DRX736,90.0,Low,1
500355988,BPA Kabelabgang Z Sate DRX736 NEU,60.0,Low,1
500443043,BPA Kabelabgang Z2100115 DRX736,120.0,Low,1
500516234,BPA Kabelabgang_Z_Z2100115 DRX736,50.0,Low,1
500345645,BPA Kit Tr 500250299.A0-500344841.A0,30.0,Low,1
500516424,BPA Kit Up 500496528.B0-C1,1.6,Low,1
500536974,BPA Kit Up 500523870.A0-B1,8.0,Low,1
500467742,BPA klappbar Kabelabgang Z 30° DRX737,120.0,Low,1
500460725,BPA Kombi B0003772 und B0003815 DRX740,15.0,Low,1
500430592,"BPA Kombi B0003772,B0013011,U DRX740",30.0,Low,1
500529728,"BPA Kombi B0016160,T0102517,mirrorDRX737",60.0,Low,1
500341650,"BPA Kombi B0101282,G91/94/G94 DX736 NEU",150.0,Low,1
500370981,"BPA M0400500,Lage SU,ANW DRX732",6.0,Low,1
500261889,"BPA M0400850,9Uhr und 12 Uhr",6.0,Low,1
500316568,"BPA M0400850,S DRX732",5.0,Low,1
500443076,BPA S6109085 DRX733,18.0,Low,1
500407584,"BPA S6110110,ANW DRX733",25.0,Low,1
500327526,BPA T0000562 DRX732,32.0,Low,1
500327527,BPA T0000562 DRX740,32.0,Low,1
500338757,"BPA T0000562,A Mirror DRX732",20.0,Low,1
500332475,"BPA T0000562,A,spiegel DRX740",32.0,Low,1
500463485,BPA T0000881 DRX740,15.0,Low,1
500544373,"BPA T0100638,A DRX740",15.0,Low,1
500412495,"BPA T0100638,ANW DRX732",20.0,Low,1
500248164,"BPA T0100990,A DRX732",32.0,Low,1
500317773,"BPA T0101032,A DRX732",5.0,Low,1
500321096,"BPA T0101197,A,ANW DRX732",32.0,Low,1
500233076,"BPA T0101239,A DRX732",8.0,Low,1
500237038,"BPA T0101239,A Mirror DRX732",10.0,Low,1
500320456,"BPA T0101239,A,ANW DRX740",10.0,Low,1
500326143,"BPA T0101239,A,Mirror DRX740",15.0,Low,1
500205212,"BPA T0101239,B maV DRx733",25.0,Low,1
500349057,"BPA T0101243,A,ANW DRX740",15.0,Low,1
500371579,"BPA T0101274,ANW DRX732",10.0,Low,1
500224716,BPA T0101333 DRX733,20.0,Low,1
500224717,BPA T0101334 DRX733,10.0,Low,1
500544388,"BPA T0101430,A DRX740",20.0,Low,1
500406243,"BPA T0101430,ANW DRX732",20.0,Low,1
500233944,"BPA T0101450,A DRX732",11.0,Low,1
500228429,BPA T0101500 DRX732,15.0,Low,1
500445718,"BPA T0101500,A DRX740",20.0,Low,1
500423038,"BPA T0101526,A DRX 732",15.0,Low,1
500233661,BPA T0101552 DRX732,8.0,Low,1
500372649,"BPA T0101552,ANW DRX736",20.0,Low,1
500472031,"BPA T0101552,Spiegel DRX740",15.0,Low,1
500200041,BPA T0101610 DRX732,10.0,Low,1
500234163,BPA T0101626 DRX732,32.0,Low,1
500351385,"BPA T0101716,A.ANW,rechts DRX732",19.0,Low,1
500351443,"BPA T0101716,ANW,A,links DRX732",17.0,Low,1
500343420,"BPA T0101751,ANW DRX732",15.0,Low,1
500473023,BPA T0101768 DRX740,15.0,Low,1
500317638,"BPA T0101769,A DRX732",18.0,Low,1
500232695,"BPA T0101797,A DRX732",10.0,Low,1
500459341,"BPA T0101797,B DRX732",15.0,Low,1
500228452,BPA T0101802 DRX732,5.0,Low,1
500320241,"BPA T0101802,A,ANW DRX740",25.0,Low,1
500276169,BPA T0101807 DRX736,62.0,Low,1
500232217,"BPA T0101807,A DRX732",20.0,Low,1
500242520,"BPA T0101807,A Mirror DRX732",25.0,Low,1
500320235,"BPA T0101807,ANW,A,DRX740",25.0,Low,1
500246267,"BPA T0101832,A ANW DRX732",15.0,Low,1
500314049,"BPA T0101832,A,ANW DRX740",15.0,Low,1
500332564,"BPA T0101845,ANW,DRX732",10.0,Low,1
500325031,"BPA T0101846,A left DRX732",15.0,Low,1
500325030,"BPA T0101846,A Links DRX732",15.0,Low,1
500340164,"BPA T0101846,A,left ANW DRX740",25.0,Low,1
500340152,"BPA T0101846,A,right,ANW DRX740",35.0,Low,1
500398719,"BPA T0101847,ANW DRX732",14.0,Low,1
500262086,"BPA T0101879,S DRX732",25.0,Low,1
500317644,"BPA T0101907,A DRX732",9.0,Low,1
500408104,BPA T0101937_Position B with 20° DRX737,30.0,Low,1
500307767,"BPA T0101943,A DRX732",32.0,Low,1
500320305,"BPA T0101943,A,ANW DRX740",15.0,Low,1
500333132,"BPA T0101946,ANW DRX732",15.0,Low,1
500327014,"BPA T0101959,A,ANW DRX740",15.0,Low,1
500325186,"BPA T0101959,B DRX732",32.0,Low,1
500312433,BPA T0101962 DRX732,15.0,Low,1
500485404,BPA T0102016 DRX740,20.0,Low,1
500485405,"BPA T0102016,Spiegel DRX740",20.0,Low,1
500357746,BPA T0102023 DRX732,25.0,Low,1
500387982,"BPA T0102024,ANW DRX732",7.0,Low,1
500352223,BPA T0102029 DRX732,13.0,Low,1
500357848,"BPA T0102032,ANW DRX732",14.0,Low,1
500526763,BPA T0102050 DRX740,40.0,Low,1
500367366,"BPA T0102050,ANW DRX732",15.0,Low,1
500493554,"BPA T0102053,20° DRX737",30.0,Low,1
500430958,"BPA T0102053,A DRX740",16.0,Low,1
500397764,"BPA T0102053,ANW DRX736",20.0,Low,1
500385887,"BPA T0102053,B DRX740",15.0,Low,1
500375150,"BPA T0102064,ANW DRX732",5.0,Low,1
500375151,"BPA T0102065,ANW DRX732",10.0,Low,1
500394065,"BPA T0102072,ANW DRX732",6.5,Low,1
500400133,"BPA T0102077,ANW DRX732",8.0,Low,1
500387836,"BPA T0102090,ANW DRX732",20.0,Low,1
500387835,"BPA T0102091,ANW DRX732",15.0,Low,1
500395502,"BPA T0102124,ANW DRX732",10.0,Low,1
500395501,"BPA T0102125,ANW DRX732",20.0,Low,1
500412895,"BPA T0102159,ANW DRX732",20.0,Low,1
500431982,BPA T0102160 ohne T0102159 DRX732,10.0,Low,1
500414571,"BPA T0102160,ANW DRX732",15.0,Low,1
500443370,BPA T0102184 DRX732,10.0,Low,1
500443347,BPA T0102187 DRX732,9.0,Low,1
500471040,BPA T0102272 DRX732,10.0,Low,1
500460571,BPA T0102273 DRX732,15.0,Low,1
500471027,BPA T0102274 DRX732,20.0,Low,1
500441567,BPA T0102334 DRX732,4.0,Low,1
500468703,BPA T0102337 DRX740,15.0,Low,1
500452453,BPA T0102347 DRX740,35.0,Low,1
500490005,BPA T0102370 auschluss T0102456 DRX740,120.0,Low,1
500468245,BPA T0102370 DRX732,25.0,Low,1
500468191,BPA T0102370 DRX740,30.0,Low,1
500472321,"BPA T0102370,Spiegel DRX732",25.0,Low,1
500447729,BPA T0102371 DRX732,24.0,Low,1
500506262,BPA T0102371 DRX740,15.0,Low,1
500511091,"BPA T0102371,B DRX740",15.0,Low,1
500554445,BPA T0102401 DRX740,15.0,Low,1
500468578,BPA T0102412 DRX740,25.0,Low,1
